year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,20,1620,1620,0,2016,2003,13,US,35,N521UW,JFK,PHX,321,2153,16,20,2013-02-20T21:00:00Z
2013,7,19,1947,1630,197,2307,1945,202,B6,1801,N599JB,JFK,FLL,137,1069,16,30,2013-07-19T20:00:00Z
2013,11,30,651,645,6,906,907,-1,B6,675,N503JB,JFK,MSY,168,1182,6,45,2013-11-30T11:00:00Z
2013,1,9,533,540,-7,823,850,-27,AA,1141,N5CSAA,JFK,MIA,148,1089,5,40,2013-01-09T10:00:00Z
2013,11,3,1927,1911,16,2155,2110,45,EV,3264,N21129,EWR,CLT,81,529,19,11,2013-11-04T00:00:00Z
2013,5,2,1010,1015,-5,1212,1212,0,US,1427,N758US,JFK,CLT,84,541,10,15,2013-05-02T14:00:00Z
2013,4,10,655,700,-5,1035,1044,-9,DL,1865,N718TW,JFK,SFO,362,2586,7,0,2013-04-10T11:00:00Z
2013,1,7,1442,1447,-5,1643,1654,-11,EV,4572,N12967,EWR,GSP,91,594,14,47,2013-01-07T19:00:00Z
2013,12,12,1155,1200,-5,1435,1441,-6,DL,1947,N977DL,LGA,ATL,107,762,12,0,2013-12-12T17:00:00Z
2013,7,9,849,835,14,1110,1120,-10,B6,1783,N590JB,JFK,MCO,119,944,8,35,2013-07-09T12:00:00Z
2013,7,13,1712,1715,-3,1940,1949,-9,9E,3310,N928XJ,JFK,MCI,141,1113,17,15,2013-07-13T21:00:00Z
2013,4,14,2049,2100,-11,2158,2210,-12,US,2144,N944UW,LGA,BOS,37,184,21,0,2013-04-15T01:00:00Z
2013,11,16,1841,1829,12,2004,2004,0,MQ,3134,N9EAMQ,EWR,ORD,120,719,18,29,2013-11-16T23:00:00Z
2013,8,24,853,855,-2,1144,1205,-21,AA,647,N5EUAA,JFK,MIA,148,1089,8,55,2013-08-24T12:00:00Z
2013,5,20,1156,1200,-4,1655,1510,NA,AA,977,N3GXAA,EWR,MIA,NA,1085,12,0,2013-05-20T16:00:00Z
2013,8,11,2125,2129,-4,2349,2349,0,EV,3832,N14998,EWR,SDF,106,642,21,29,2013-08-12T01:00:00Z
2013,5,12,903,840,23,1011,1012,-1,9E,3300,N920XJ,JFK,DCA,45,213,8,40,2013-05-12T12:00:00Z
2013,5,21,926,938,-12,1150,1204,-14,9E,4065,N8710A,LGA,SDF,98,659,9,38,2013-05-21T13:00:00Z
2013,1,19,925,928,-3,1047,1051,-4,B6,4,N591JB,JFK,BUF,55,301,9,28,2013-01-19T14:00:00Z
2013,5,1,1437,1445,-8,1826,1805,21,AA,1925,N3DTAA,LGA,MIA,187,1096,14,45,2013-05-01T18:00:00Z
2013,10,20,1038,1043,-5,1314,1311,3,UA,1110,N75435,EWR,LAS,314,2227,10,43,2013-10-20T14:00:00Z
2013,7,17,1354,1340,14,1537,1555,-18,WN,2261,N760SW,EWR,PHX,259,2133,13,40,2013-07-17T17:00:00Z
2013,2,5,NA,1629,NA,NA,1832,NA,EV,4411,N11565,EWR,MEM,NA,946,16,29,2013-02-05T21:00:00Z
2013,2,2,825,815,10,1004,1010,-6,MQ,4490,N722MQ,LGA,CMH,81,479,8,15,2013-02-02T13:00:00Z
2013,7,1,NA,1325,NA,NA,1505,NA,MQ,3493,N720MQ,LGA,CLE,NA,419,13,25,2013-07-01T17:00:00Z
2013,1,15,1754,1800,-6,1913,1910,3,WN,808,N349SW,EWR,BWI,42,169,18,0,2013-01-15T23:00:00Z
2013,3,18,628,634,-6,948,951,-3,UA,1276,N16709,EWR,AUS,242,1504,6,34,2013-03-18T10:00:00Z
2013,6,26,2141,2125,16,1,2359,2,UA,220,N414UA,EWR,IAH,170,1400,21,25,2013-06-27T01:00:00Z
2013,3,14,1021,1030,-9,1157,1215,-18,MQ,4471,N723MQ,LGA,RDU,71,431,10,30,2013-03-14T14:00:00Z
2013,5,28,1603,1446,77,1726,1623,63,EV,4231,N16987,EWR,RDU,63,416,14,46,2013-05-28T18:00:00Z
2013,3,11,633,630,3,914,905,9,EV,3828,N13202,EWR,ATL,130,746,6,30,2013-03-11T10:00:00Z
2013,2,13,1940,1830,70,2229,2142,47,UA,1165,N57852,EWR,LAX,321,2454,18,30,2013-02-13T23:00:00Z
2013,5,15,641,645,-4,836,853,-17,B6,117,N358JB,JFK,MSY,157,1182,6,45,2013-05-15T10:00:00Z
2013,3,22,1543,1540,3,1931,1904,27,DL,2027,N333NW,JFK,FLL,161,1069,15,40,2013-03-22T19:00:00Z
2013,1,21,1324,1330,-6,1645,1640,5,AA,753,N3JGAA,LGA,DFW,233,1389,13,30,2013-01-21T18:00:00Z
2013,2,2,1604,1600,4,1857,1912,-15,DL,4,N3752,JFK,MCO,142,944,16,0,2013-02-02T21:00:00Z
2013,9,28,1155,1200,-5,1315,1334,-19,EV,5951,N17196,EWR,CLE,58,404,12,0,2013-09-28T16:00:00Z
2013,3,28,1441,1444,-3,1726,1739,-13,B6,393,N632JB,LGA,MCO,135,950,14,44,2013-03-28T18:00:00Z
2013,11,14,706,710,-4,1012,1029,-17,UA,821,N523UA,EWR,SFO,349,2565,7,10,2013-11-14T12:00:00Z
2013,3,2,1422,1410,12,1735,1703,32,B6,1161,N591JB,LGA,PBI,172,1035,14,10,2013-03-02T19:00:00Z
2013,11,20,2011,2015,-4,2256,2312,-16,UA,475,N423UA,EWR,IAH,199,1400,20,15,2013-11-21T01:00:00Z
2013,10,8,1602,1615,-13,1903,1845,18,MQ,3357,N506MQ,LGA,ATL,118,762,16,15,2013-10-08T20:00:00Z
2013,9,29,1445,1445,0,1558,1626,-28,9E,3318,N928XJ,JFK,BUF,54,301,14,45,2013-09-29T18:00:00Z
2013,12,6,1652,1656,-4,1817,1839,-22,EV,4695,N17159,EWR,RDU,70,416,16,56,2013-12-06T21:00:00Z
2013,4,10,1539,1529,10,NA,1731,NA,EV,5673,N13202,EWR,GRR,NA,605,15,29,2013-04-10T19:00:00Z
2013,9,19,818,820,-2,1049,1052,-3,B6,677,N603JB,JFK,JAX,107,828,8,20,2013-09-19T12:00:00Z
2013,11,22,1545,1512,33,1711,1641,30,EV,4502,N13970,EWR,BNA,127,748,15,12,2013-11-22T20:00:00Z
2013,7,5,1509,1515,-6,1758,1816,-18,DL,2181,N989DL,LGA,MCO,132,950,15,15,2013-07-05T19:00:00Z
2013,12,15,1450,1449,1,1659,1709,-10,EV,4181,N14153,EWR,MCI,167,1092,14,49,2013-12-15T19:00:00Z
2013,2,7,1440,1440,0,1735,1746,-11,UA,1579,N38268,EWR,MIA,157,1085,14,40,2013-02-07T19:00:00Z
2013,3,2,1015,1015,0,1212,1210,2,US,1015,N457UW,EWR,CLT,83,529,10,15,2013-03-02T15:00:00Z
2013,11,14,1010,1010,0,1131,1135,-4,MQ,3675,N519MQ,LGA,BNA,103,764,10,10,2013-11-14T15:00:00Z
2013,4,25,1146,1135,11,1430,1343,47,DL,2219,N316NB,LGA,MSP,141,1020,11,35,2013-04-25T15:00:00Z
2013,3,2,1156,1200,-4,1325,1315,10,MQ,4425,N817MQ,JFK,DCA,61,213,12,0,2013-03-02T17:00:00Z
2013,3,7,1530,1535,-5,1810,1850,-40,AA,763,N3BRAA,LGA,DFW,191,1389,15,35,2013-03-07T20:00:00Z
2013,6,14,1339,1155,104,1450,1310,100,MQ,3386,N836MQ,JFK,DCA,50,213,11,55,2013-06-14T15:00:00Z
2013,5,27,1551,1550,1,1723,1729,-6,UA,1676,N15710,EWR,CLE,62,404,15,50,2013-05-27T19:00:00Z
2013,8,20,1557,1559,-2,1703,1730,-27,B6,1734,N358JB,JFK,BTV,49,266,15,59,2013-08-20T19:00:00Z
2013,6,27,2323,2145,98,47,2315,92,DL,985,N342NB,JFK,BOS,30,187,21,45,2013-06-28T01:00:00Z
2013,8,23,1635,1630,5,1942,2000,-18,VX,27,N839VA,JFK,SFO,338,2586,16,30,2013-08-23T20:00:00Z
2013,12,11,1322,1245,37,1652,1555,57,WN,1428,N940WN,EWR,HOU,243,1411,12,45,2013-12-11T17:00:00Z
2013,10,17,900,905,-5,1051,1115,-24,DL,181,N332NW,LGA,DTW,81,502,9,5,2013-10-17T13:00:00Z
2013,2,8,NA,1945,NA,NA,2241,NA,9E,3314,NA,JFK,JAX,NA,828,19,45,2013-02-09T00:00:00Z
2013,6,9,1738,1729,9,2100,2056,4,UA,1141,N39418,EWR,SFO,346,2565,17,29,2013-06-09T21:00:00Z
2013,5,31,756,755,1,1010,950,20,US,1231,N161UW,LGA,CLT,79,544,7,55,2013-05-31T11:00:00Z
2013,11,21,1024,1030,-6,1133,1155,-22,MQ,3611,N528MQ,EWR,ORD,111,719,10,30,2013-11-21T15:00:00Z
2013,2,13,1410,1359,11,1717,1656,21,UA,523,N568UA,EWR,PBI,164,1023,13,59,2013-02-13T18:00:00Z
2013,4,22,1828,1735,53,2139,2003,96,DL,884,N333NW,LGA,DEN,245,1620,17,35,2013-04-22T21:00:00Z
2013,2,14,811,810,1,1038,1042,-4,DL,269,N315US,JFK,ATL,116,760,8,10,2013-02-14T13:00:00Z
2013,10,27,1018,1025,-7,1135,1140,-5,MQ,3611,N520MQ,EWR,ORD,116,719,10,25,2013-10-27T14:00:00Z
2013,12,25,1431,1429,2,1733,1737,-4,B6,301,N796JB,JFK,FLL,154,1069,14,29,2013-12-25T19:00:00Z
2013,7,22,1441,1315,86,1732,1558,94,B6,553,N531JB,JFK,PBI,139,1028,13,15,2013-07-22T17:00:00Z
2013,2,15,2117,2125,-8,2233,2240,-7,MQ,4449,N848MQ,JFK,DCA,52,213,21,25,2013-02-16T02:00:00Z
2013,5,27,1255,1259,-4,1528,1530,-2,DL,781,N942DL,LGA,ATL,107,762,12,59,2013-05-27T16:00:00Z
2013,3,23,601,604,-3,924,935,-11,UA,421,N485UA,EWR,SFO,359,2565,6,4,2013-03-23T10:00:00Z
2013,2,13,1641,1645,-4,1844,1906,-22,9E,4027,N8970D,EWR,CVG,103,569,16,45,2013-02-13T21:00:00Z
2013,9,15,1654,1700,-6,1758,1817,-19,US,2189,N955UW,LGA,DCA,43,214,17,0,2013-09-15T21:00:00Z
2013,8,20,1020,1025,-5,1253,1308,-15,B6,925,N715JB,JFK,TPA,138,1005,10,25,2013-08-20T14:00:00Z
2013,3,25,2400,2355,5,339,340,-1,B6,739,N612JB,JFK,PSE,200,1617,23,55,2013-03-26T03:00:00Z
2013,3,2,1007,950,17,1342,1254,48,B6,1101,N608JB,JFK,FLL,177,1069,9,50,2013-03-02T14:00:00Z
2013,7,8,945,944,1,1150,1204,-14,EV,4140,N14125,EWR,ATL,105,746,9,44,2013-07-08T13:00:00Z
2013,5,1,1209,1215,-6,1316,1325,-9,B6,74,N178JB,JFK,BTV,47,266,12,15,2013-05-01T16:00:00Z
2013,9,9,955,840,75,1141,1022,79,EV,5288,N710EV,LGA,BUF,45,292,8,40,2013-09-09T12:00:00Z
2013,3,5,726,730,-4,1028,1100,-32,AA,33,N327AA,JFK,LAX,341,2475,7,30,2013-03-05T12:00:00Z
2013,10,29,2108,2110,-2,2257,2255,2,MQ,3603,N531MQ,LGA,DTW,82,502,21,10,2013-10-30T01:00:00Z
2013,3,15,1326,1325,1,1641,1650,-9,VX,411,N639VA,JFK,LAX,347,2475,13,25,2013-03-15T17:00:00Z
2013,8,13,655,655,0,1002,930,32,AA,711,N3BVAA,LGA,DFW,198,1389,6,55,2013-08-13T10:00:00Z
2013,11,10,1943,1929,14,2233,2249,-16,UA,312,N522UA,EWR,LAX,325,2454,19,29,2013-11-11T00:00:00Z
2013,9,23,825,800,25,1114,1110,4,DL,2190,N922DL,JFK,MIA,139,1089,8,0,2013-09-23T12:00:00Z
2013,11,4,838,843,-5,941,957,-16,UA,994,N402UA,EWR,BOS,39,200,8,43,2013-11-04T13:00:00Z
2013,1,21,1530,1530,0,1736,1725,11,MQ,4146,N681MQ,JFK,CMH,101,483,15,30,2013-01-21T20:00:00Z
2013,10,15,1604,1600,4,1827,1847,-20,B6,543,N656JB,EWR,PBI,126,1023,16,0,2013-10-15T20:00:00Z
2013,7,24,1155,1200,-5,1341,1354,-13,EV,4640,N16976,EWR,DAY,82,533,12,0,2013-07-24T16:00:00Z
2013,10,21,842,850,-8,1002,1003,-1,EV,3810,N16954,EWR,BUF,51,282,8,50,2013-10-21T12:00:00Z
2013,9,29,728,720,8,1026,1030,-4,AS,15,N530AS,EWR,SEA,330,2402,7,20,2013-09-29T11:00:00Z
2013,1,3,1310,1315,-5,1502,1505,-3,US,1615,N163US,EWR,CLT,89,529,13,15,2013-01-03T18:00:00Z
2013,2,20,1557,1600,-3,1857,1912,-15,DL,4,N3766,JFK,MCO,141,944,16,0,2013-02-20T21:00:00Z
2013,7,12,1507,1452,15,1752,1747,5,UA,1242,N78438,EWR,FLL,146,1065,14,52,2013-07-12T18:00:00Z
2013,6,6,1533,1530,3,1818,1855,-37,DL,127,N199DN,JFK,LAX,319,2475,15,30,2013-06-06T19:00:00Z
2013,1,24,1125,1125,0,1300,1305,-5,AA,327,N3ARAA,LGA,ORD,124,733,11,25,2013-01-24T16:00:00Z
2013,8,22,1055,1055,0,1609,1445,NA,B6,403,N807JB,JFK,SJU,NA,1598,10,55,2013-08-22T14:00:00Z
2013,10,17,1947,1910,37,2235,2210,25,AA,1193,N3KBAA,LGA,DFW,200,1389,19,10,2013-10-17T23:00:00Z
2013,7,14,2107,2044,23,38,42,-4,UA,1071,N79279,EWR,BQN,195,1585,20,44,2013-07-15T00:00:00Z
2013,4,9,1852,1855,-3,2104,2134,-30,DL,951,N177DN,JFK,ATL,109,760,18,55,2013-04-09T22:00:00Z
2013,5,11,1451,1455,-4,1744,1801,-17,B6,377,N804JB,LGA,FLL,155,1076,14,55,2013-05-11T18:00:00Z
2013,5,13,1700,1700,0,1910,1955,-45,AA,257,N3FHAA,JFK,LAS,276,2248,17,0,2013-05-13T21:00:00Z
2013,3,12,810,815,-5,941,1008,-27,9E,3521,N937XJ,JFK,ORD,117,740,8,15,2013-03-12T12:00:00Z
2013,6,8,755,705,50,1125,1009,76,DL,1879,N358NW,LGA,FLL,181,1076,7,5,2013-06-08T11:00:00Z
2013,2,19,1123,1130,-7,1416,1430,-14,DL,2297,N947DL,JFK,MCO,149,944,11,30,2013-02-19T16:00:00Z
2013,1,3,1125,1130,-5,1422,1430,-8,DL,695,N938DL,JFK,MCO,153,944,11,30,2013-01-03T16:00:00Z
2013,10,22,2215,2056,79,39,2316,83,EV,4397,N21154,EWR,MSY,188,1167,20,56,2013-10-23T00:00:00Z
2013,11,18,1508,1510,-2,1701,1712,-11,EV,4381,N16987,EWR,DTW,88,488,15,10,2013-11-18T20:00:00Z
2013,2,14,1938,1935,3,2248,2316,-28,B6,645,N807JB,JFK,SFO,347,2586,19,35,2013-02-15T00:00:00Z
2013,12,22,1929,1930,-1,2204,2236,-32,DL,1485,N980DL,LGA,MCO,140,950,19,30,2013-12-23T00:00:00Z
2013,11,19,1838,1729,69,2210,2105,65,VX,193,N635VA,EWR,SFO,356,2565,17,29,2013-11-19T22:00:00Z
2013,11,26,1913,1900,13,2352,2359,-7,AA,1029,N5BYAA,JFK,SJU,190,1598,19,0,2013-11-27T00:00:00Z
2013,4,14,1543,1545,-2,1825,1803,22,DL,1942,N347NB,EWR,ATL,125,746,15,45,2013-04-14T19:00:00Z
2013,4,3,1849,1835,14,2045,2040,5,DL,2131,N337NW,LGA,DTW,83,502,18,35,2013-04-03T22:00:00Z
2013,11,20,2006,2000,6,2253,2239,14,DL,1147,N904DL,LGA,ATL,112,762,20,0,2013-11-21T01:00:00Z
2013,6,22,3,2359,4,343,340,3,B6,839,N558JB,JFK,BQN,199,1576,23,59,2013-06-23T03:00:00Z
2013,3,24,1122,1130,-8,1412,1437,-25,UA,703,N557UA,JFK,LAX,332,2475,11,30,2013-03-24T15:00:00Z
2013,12,12,1711,1715,-4,1844,1850,-6,MQ,2949,N601MQ,JFK,BNA,135,765,17,15,2013-12-12T22:00:00Z
2013,10,22,2033,2030,3,2205,2201,4,FL,354,N974AT,LGA,CAK,73,397,20,30,2013-10-23T00:00:00Z
2013,7,26,842,850,-8,1001,1014,-13,9E,3466,N912XJ,JFK,DCA,39,213,8,50,2013-07-26T12:00:00Z
2013,11,17,1808,1745,23,2204,1920,NA,EV,4191,N12540,EWR,BNA,NA,748,17,45,2013-11-17T22:00:00Z
2013,3,8,827,830,-3,1116,1106,10,F9,835,N210FR,LGA,DEN,228,1620,8,30,2013-03-08T13:00:00Z
2013,9,11,632,641,-9,754,810,-16,UA,1262,N24211,EWR,ORD,108,719,6,41,2013-09-11T10:00:00Z
2013,8,17,1620,1600,20,1820,1815,5,MQ,3075,N642MQ,JFK,CVG,96,589,16,0,2013-08-17T20:00:00Z
2013,7,3,802,807,-5,909,923,-14,UA,740,N849UA,EWR,BOS,39,200,8,7,2013-07-03T12:00:00Z
2013,10,9,1141,1145,-4,1355,1403,-8,DL,401,N314NB,EWR,ATL,104,746,11,45,2013-10-09T15:00:00Z
2013,1,5,2101,2100,1,2220,2229,-9,UA,162,N45440,EWR,ORD,120,719,21,0,2013-01-06T02:00:00Z
2013,4,17,744,728,16,846,844,2,B6,44,N583JB,JFK,SYR,43,209,7,28,2013-04-17T11:00:00Z
2013,6,22,948,950,-2,1201,1220,-19,VX,251,N855VA,JFK,LAS,292,2248,9,50,2013-06-22T13:00:00Z
2013,4,10,1251,1259,-8,1531,1602,-31,UA,711,N465UA,LGA,IAH,199,1416,12,59,2013-04-10T16:00:00Z
2013,11,21,825,825,0,1011,1029,-18,US,1831,N565UW,JFK,CLT,88,541,8,25,2013-11-21T13:00:00Z
2013,7,29,858,900,-2,1150,1142,8,B6,189,N656JB,JFK,SAN,321,2446,9,0,2013-07-29T13:00:00Z
2013,12,9,909,905,4,1223,1133,50,FL,275,N968AT,LGA,ATL,136,762,9,5,2013-12-09T14:00:00Z
2013,7,2,1351,1345,6,1459,1512,-13,UA,1734,N23708,EWR,ORD,110,719,13,45,2013-07-02T17:00:00Z
2013,3,18,733,730,3,1031,1040,-9,AA,2083,N560AA,EWR,DFW,214,1372,7,30,2013-03-18T11:00:00Z
2013,7,6,1117,1125,-8,1410,1440,-30,AA,2099,N3FVAA,LGA,MIA,149,1096,11,25,2013-07-06T15:00:00Z
2013,7,25,1631,1620,11,2006,1945,21,AA,1467,N3EKAA,LGA,MIA,156,1096,16,20,2013-07-25T20:00:00Z
2013,12,11,1354,1314,40,1723,1629,54,B6,1639,N605JB,LGA,RSW,185,1080,13,14,2013-12-11T18:00:00Z
2013,2,6,1741,1720,21,1921,1915,6,AA,1351,N3FDAA,JFK,ORD,133,740,17,20,2013-02-06T22:00:00Z
2013,2,11,1607,1529,38,1904,1837,27,UA,1624,N27205,EWR,FLL,157,1065,15,29,2013-02-11T20:00:00Z
2013,6,9,1642,1645,-3,1753,1813,-20,B6,1012,N346JB,JFK,BOS,39,187,16,45,2013-06-09T20:00:00Z
2013,4,29,555,600,-5,840,832,8,DL,461,N961DL,LGA,ATL,135,762,6,0,2013-04-29T10:00:00Z
2013,7,26,1604,1610,-6,1813,1800,13,AA,343,N491AA,LGA,ORD,120,733,16,10,2013-07-26T20:00:00Z
2013,12,5,NA,1020,NA,NA,1205,NA,MQ,3466,N813MQ,LGA,RDU,NA,431,10,20,2013-12-05T15:00:00Z
2013,12,7,1306,1310,-4,1514,1528,-14,9E,3944,N914XJ,LGA,CVG,110,585,13,10,2013-12-07T18:00:00Z
2013,1,30,2016,2015,1,2128,2130,-2,AA,1762,N3HDAA,JFK,BOS,39,187,20,15,2013-01-31T01:00:00Z
2013,8,4,1149,1155,-6,1257,1310,-13,MQ,3386,N805MQ,JFK,DCA,50,213,11,55,2013-08-04T15:00:00Z
2013,10,30,1158,1200,-2,1309,1315,-6,US,2179,N764US,LGA,DCA,44,214,12,0,2013-10-30T16:00:00Z
2013,9,28,556,600,-4,701,715,-14,MQ,3267,N539MQ,EWR,ORD,105,719,6,0,2013-09-28T10:00:00Z
2013,3,27,942,945,-3,1058,1130,-32,AA,319,N4YCAA,LGA,ORD,106,733,9,45,2013-03-27T13:00:00Z
2013,7,28,2306,2005,181,126,2234,172,EV,4333,N11191,EWR,TUL,172,1215,20,5,2013-07-29T00:00:00Z
2013,11,12,1725,1729,-4,2011,2028,-17,UA,1109,N26123,EWR,MCO,142,937,17,29,2013-11-12T22:00:00Z
2013,9,9,724,726,-2,1022,1048,-26,UA,1296,N37422,EWR,SFO,323,2565,7,26,2013-09-09T11:00:00Z
2013,2,1,1954,2000,-6,2233,2243,-10,DL,1147,N398DA,LGA,ATL,112,762,20,0,2013-02-02T01:00:00Z
2013,11,27,703,700,3,1053,958,55,B6,453,N571JB,JFK,PBI,174,1028,7,0,2013-11-27T12:00:00Z
2013,2,12,659,705,-6,1021,1015,6,WN,3483,N447WN,EWR,HOU,245,1411,7,5,2013-02-12T12:00:00Z
2013,8,17,1836,1829,7,2116,2148,-32,UA,212,N504UA,EWR,SFO,322,2565,18,29,2013-08-17T22:00:00Z
2013,10,20,645,600,45,756,717,39,EV,5747,N909EV,LGA,IAD,52,229,6,0,2013-10-20T10:00:00Z
2013,2,25,1156,1200,-4,1513,1529,-16,DL,863,N710TW,JFK,LAX,350,2475,12,0,2013-02-25T17:00:00Z
2013,9,29,1837,1830,7,2052,2100,-8,WN,2698,N427WN,EWR,MSY,156,1167,18,30,2013-09-29T22:00:00Z
2013,5,30,2132,2129,3,2359,26,-27,UA,1692,N13248,EWR,MCO,126,937,21,29,2013-05-31T01:00:00Z
2013,2,18,730,705,25,930,928,2,UA,647,N444UA,EWR,DEN,221,1605,7,5,2013-02-18T12:00:00Z
2013,11,19,1854,1900,-6,2121,2131,-10,DL,1715,N340NB,LGA,MSY,171,1183,19,0,2013-11-20T00:00:00Z
2013,12,24,923,930,-7,1253,1237,16,B6,271,N587JB,LGA,FLL,187,1076,9,30,2013-12-24T14:00:00Z
2013,5,17,2233,2136,57,2334,2241,53,EV,4400,N16541,EWR,DCA,36,199,21,36,2013-05-18T01:00:00Z
2013,10,17,1252,1300,-8,1351,1409,-18,US,2148,N951UW,LGA,BOS,39,184,13,0,2013-10-17T17:00:00Z
2013,8,22,1626,1555,31,1734,1739,-5,9E,3459,N927XJ,JFK,BNA,106,765,15,55,2013-08-22T19:00:00Z
2013,9,11,912,915,-3,1009,1044,-35,EV,5480,N750EV,LGA,SYR,35,198,9,15,2013-09-11T13:00:00Z
2013,4,24,2123,1730,233,2347,1956,231,F9,419,N203FR,LGA,DEN,239,1620,17,30,2013-04-24T21:00:00Z
2013,1,13,1553,1555,-2,1843,1847,-4,UA,1197,N76254,EWR,LAS,323,2227,15,55,2013-01-13T20:00:00Z
2013,11,11,1504,1510,-6,1634,1630,4,MQ,3663,N546MQ,JFK,DCA,49,213,15,10,2013-11-11T20:00:00Z
2013,5,13,1953,1955,-2,2118,2110,8,AA,1762,N3GPAA,JFK,BOS,40,187,19,55,2013-05-13T23:00:00Z
2013,4,10,1421,1429,-8,1633,1654,-21,FL,357,N899AT,LGA,ATL,108,762,14,29,2013-04-10T18:00:00Z
2013,7,8,1656,1445,131,1935,1642,173,9E,3318,N929XJ,JFK,BUF,51,301,14,45,2013-07-08T18:00:00Z
2013,4,20,1453,1454,-1,1559,1608,-9,EV,4199,N13975,EWR,IAD,49,212,14,54,2013-04-20T18:00:00Z
2013,8,11,555,600,-5,842,851,-9,B6,371,N523JB,LGA,FLL,142,1076,6,0,2013-08-11T10:00:00Z
2013,1,20,1648,1650,-2,1939,1945,-6,UA,1615,N77525,EWR,LAS,331,2227,16,50,2013-01-20T21:00:00Z
2013,2,14,1647,1645,2,1958,2005,-7,AA,181,N332AA,JFK,LAX,336,2475,16,45,2013-02-14T21:00:00Z
2013,9,25,1922,1930,-8,2026,2049,-23,EV,5769,N828AS,LGA,IAD,47,229,19,30,2013-09-25T23:00:00Z
2013,5,9,1134,1125,9,1321,1305,16,AA,327,N4XRAA,LGA,ORD,110,733,11,25,2013-05-09T15:00:00Z
2013,6,16,704,705,-1,959,1015,-16,AA,2279,N3DRAA,LGA,MIA,144,1096,7,5,2013-06-16T11:00:00Z
2013,9,10,906,925,-19,1150,1201,-11,9E,4065,N8908D,LGA,SDF,108,659,9,25,2013-09-10T13:00:00Z
2013,12,17,1443,1430,13,1826,1757,29,UA,1205,N34131,EWR,SFO,349,2565,14,30,2013-12-17T19:00:00Z
2013,1,8,1452,1456,-4,1625,1624,1,9E,4357,N829AY,JFK,ORF,56,290,14,56,2013-01-08T19:00:00Z
2013,7,30,1100,1014,46,1259,1227,32,EV,5806,N11164,EWR,OMA,161,1134,10,14,2013-07-30T14:00:00Z
2013,12,31,743,746,-3,1101,1050,11,B6,163,N509JB,JFK,SRQ,173,1041,7,46,2013-12-31T12:00:00Z
2013,4,8,2023,2030,-7,2155,2204,-9,FL,354,N955AT,LGA,CAK,68,397,20,30,2013-04-09T00:00:00Z
2013,6,5,1011,955,16,1136,1110,26,MQ,4670,N3AEMQ,LGA,BNA,108,764,9,55,2013-06-05T13:00:00Z
2013,1,26,630,633,-3,1030,1004,26,UA,241,N825UA,EWR,SFO,373,2565,6,33,2013-01-26T11:00:00Z
2013,6,29,732,735,-3,1025,1030,-5,AA,1757,N3BAAA,JFK,TPA,149,1005,7,35,2013-06-29T11:00:00Z
2013,3,19,2127,2030,57,2345,2251,54,EV,5157,N615QX,LGA,CVG,104,585,20,30,2013-03-20T00:00:00Z
2013,7,26,1523,1510,13,1733,1734,-1,EV,4377,N14174,EWR,JAX,109,820,15,10,2013-07-26T19:00:00Z
2013,10,12,1500,1500,0,1757,1827,-30,DL,161,N176DN,JFK,SEA,313,2422,15,0,2013-10-12T19:00:00Z
2013,12,20,1723,1730,-7,1909,1925,-16,MQ,3526,N517MQ,LGA,CMH,81,479,17,30,2013-12-20T22:00:00Z
2013,11,15,801,810,-9,944,955,-11,MQ,3272,N848MQ,LGA,CLE,76,419,8,10,2013-11-15T13:00:00Z
2013,6,13,1952,1730,142,2147,1904,163,B6,38,N334JB,JFK,ROC,50,264,17,30,2013-06-13T21:00:00Z
2013,10,14,1704,1705,-1,1903,1907,-4,US,894,N560UW,LGA,CLT,89,544,17,5,2013-10-14T21:00:00Z
2013,8,15,1600,1559,1,1919,1922,-3,DL,1373,N319US,JFK,MIA,156,1089,15,59,2013-08-15T19:00:00Z
2013,10,6,1255,1247,8,1532,1535,-3,B6,553,N612JB,JFK,PBI,133,1028,12,47,2013-10-06T16:00:00Z
2013,9,2,2229,1925,184,126,2243,163,DL,2139,N936DL,LGA,MIA,142,1096,19,25,2013-09-02T23:00:00Z
2013,12,23,1019,1000,19,1318,1312,6,UA,541,N464UA,EWR,RSW,161,1068,10,0,2013-12-23T15:00:00Z
2013,10,4,1713,1629,44,1936,1902,34,US,629,N521UW,JFK,PHX,297,2153,16,29,2013-10-04T20:00:00Z
2013,4,25,1447,1450,-3,1753,1745,8,AA,1813,N5EXAA,JFK,MCO,143,944,14,50,2013-04-25T18:00:00Z
2013,3,15,1006,1010,-4,1201,1140,21,MQ,3795,N522MQ,EWR,ORD,152,719,10,10,2013-03-15T14:00:00Z
2013,12,22,801,800,1,854,914,-20,UA,676,N516UA,EWR,BOS,31,200,8,0,2013-12-22T13:00:00Z
2013,7,5,1949,2000,-11,2113,2140,-27,MQ,3591,N735MQ,LGA,RDU,66,431,20,0,2013-07-06T00:00:00Z
2013,11,30,1708,1703,5,2001,2014,-13,B6,1601,N706JB,JFK,FLL,138,1069,17,3,2013-11-30T22:00:00Z
2013,11,15,1654,1700,-6,1956,1955,1,AA,211,N3CSAA,JFK,IAH,217,1417,17,0,2013-11-15T22:00:00Z
